epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,265.75,0.65845,0.61091,0.98902,0.93527,0.88783,0.92498,0.79862,0.56357,0.57421,0.88289,0.0003812,0.0003812,0.0003812
14,285.749,0.64669,0.59381,0.97841,0.96563,0.88919,0.93751,0.80689,0.57184,0.55407,0.86122,0.0003713,0.0003713,0.0003713
15,304.689,0.62153,0.56438,0.96027,0.94407,0.90431,0.93285,0.8079,0.55783,0.54303,0.86182,0.0003614,0.0003614,0.0003614
16,325.018,0.62606,0.5814,0.96363,0.96709,0.88355,0.936,0.81086,0.56494,0.5579,0.87572,0.0003515,0.0003515,0.0003515
17,345.478,0.61436,0.54985,0.96329,0.97409,0.88695,0.93018,0.82061,0.52916,0.55474,0.86215,0.0003416,0.0003416,0.0003416
18,365.559,0.59004,0.54446,0.96592,0.97497,0.89938,0.9388,0.8262,0.55306,0.53335,0.87143,0.0003317,0.0003317,0.0003317
19,384.698,0.58986,0.52603,0.93949,0.9581,0.89275,0.94114,0.82729,0.52353,0.49414,0.85375,0.0003218,0.0003218,0.0003218
20,404.724,0.58317,0.53967,0.95981,0.97302,0.88434,0.93524,0.83586,0.51289,0.49524,0.84208,0.0003119,0.0003119,0.0003119
21,423.439,0.57083,0.51222,0.94432,0.97449,0.91676,0.93654,0.83826,0.49543,0.48001,0.84091,0.000302,0.000302,0.000302
22,443.232,0.56961,0.50194,0.94312,0.96616,0.91857,0.94066,0.83548,0.51066,0.45544,0.84798,0.0002921,0.0002921,0.0002921
23,462.443,0.5563,0.48622,0.94368,0.99275,0.89889,0.93188,0.83644,0.48307,0.48294,0.8369,0.0002822,0.0002822,0.0002822
24,482.261,0.53342,0.45749,0.92202,0.98873,0.90164,0.93517,0.84302,0.49073,0.45345,0.83191,0.0002723,0.0002723,0.0002723
25,501.591,0.54466,0.4721,0.93723,0.98292,0.91212,0.94757,0.85306,0.47039,0.45278,0.83709,0.0002624,0.0002624,0.0002624
26,520.841,0.54533,0.48063,0.93203,0.97753,0.91514,0.94109,0.85039,0.49794,0.43506,0.84819,0.0002525,0.0002525,0.0002525
27,540.318,0.54403,0.4486,0.93096,0.98284,0.89346,0.93968,0.84925,0.48964,0.45792,0.84376,0.0002426,0.0002426,0.0002426
28,559.533,0.53895,0.44471,0.93545,0.97096,0.91531,0.94094,0.84791,0.47733,0.44658,0.84465,0.0002327,0.0002327,0.0002327
29,580.494,0.4959,0.43127,0.91835,0.96819,0.90746,0.93948,0.85345,0.47223,0.44836,0.82971,0.0002228,0.0002228,0.0002228
30,599.705,0.51204,0.42717,0.91612,0.98012,0.89614,0.93456,0.85278,0.45781,0.46282,0.83671,0.0002129,0.0002129,0.0002129
31,619.31,0.51113,0.43113,0.91661,0.97754,0.90391,0.94543,0.84971,0.47674,0.46205,0.83542,0.000203,0.000203,0.000203
32,638.205,0.50413,0.42372,0.92205,0.9796,0.90078,0.94127,0.85198,0.47888,0.44502,0.83214,0.0001931,0.0001931,0.0001931
33,658.207,0.49531,0.43565,0.92863,0.96523,0.91098,0.9455,0.86721,0.44519,0.44137,0.81871,0.0001832,0.0001832,0.0001832
34,677.135,0.48976,0.41671,0.9242,0.96685,0.91519,0.94553,0.86483,0.46309,0.42692,0.82512,0.0001733,0.0001733,0.0001733
35,697.298,0.47099,0.40081,0.90815,0.97901,0.89768,0.94851,0.86227,0.45939,0.42057,0.82297,0.0001634,0.0001634,0.0001634
36,716.379,0.48375,0.41312,0.91256,0.96239,0.91624,0.94603,0.86063,0.45972,0.43268,0.83245,0.0001535,0.0001535,0.0001535
37,736.355,0.46722,0.39579,0.90203,0.97912,0.89087,0.94635,0.86488,0.44298,0.41263,0.83189,0.0001436,0.0001436,0.0001436
38,755.665,0.46672,0.40474,0.91786,0.96584,0.92087,0.94473,0.86128,0.44138,0.40557,0.82251,0.0001337,0.0001337,0.0001337
39,775.929,0.44678,0.35877,0.9083,0.97801,0.92221,0.94512,0.85962,0.44742,0.40617,0.82473,0.0001238,0.0001238,0.0001238
40,794.948,0.45355,0.37655,0.90666,0.96755,0.9197,0.9475,0.86236,0.44348,0.39936,0.82738,0.0001139,0.0001139,0.0001139
41,816.282,0.36385,0.29991,0.84104,0.9753,0.90689,0.94987,0.87196,0.4229,0.37486,0.82077,0.000104,0.000104,0.000104
42,836.388,0.35798,0.28127,0.83176,0.96685,0.91891,0.95139,0.873,0.42893,0.37118,0.81854,9.41e-05,9.41e-05,9.41e-05
43,856.302,0.35085,0.2726,0.83668,0.96962,0.91799,0.94971,0.87035,0.43043,0.35892,0.81794,8.42e-05,8.42e-05,8.42e-05
44,874.947,0.36569,0.28718,0.8392,0.97691,0.91377,0.95199,0.87128,0.43121,0.37055,0.82046,7.43e-05,7.43e-05,7.43e-05
45,894.505,0.33935,0.26799,0.83127,0.97448,0.91136,0.95146,0.87109,0.43143,0.37193,0.81825,6.44e-05,6.44e-05,6.44e-05
46,913.104,0.3497,0.2686,0.82901,0.96449,0.91954,0.95094,0.87369,0.41833,0.37007,0.81581,5.45e-05,5.45e-05,5.45e-05
47,932.231,0.33159,0.25289,0.82025,0.97953,0.91509,0.95316,0.87814,0.41164,0.36663,0.81542,4.46e-05,4.46e-05,4.46e-05
48,951.816,0.32684,0.25258,0.82803,0.98788,0.91057,0.95269,0.87893,0.41134,0.36203,0.81542,3.47e-05,3.47e-05,3.47e-05
49,970.358,0.33097,0.2603,0.82663,0.98658,0.9093,0.94853,0.87941,0.41114,0.35844,0.81643,2.48e-05,2.48e-05,2.48e-05
50,990.318,0.3334,0.25736,0.83138,0.98715,0.90955,0.94924,0.87876,0.41121,0.35321,0.81619,1.49e-05,1.49e-05,1.49e-05
